CCN,CODCNH,Nombre Centro,Dirección,Teléfono,Cód. Municipio,Municipio,Cód. Provincia,Provincia,Cód. CCAA,CCAA,Código Postal,CAMAS,Cód. Clase de Centro,Clase de Centro,Cód. Dep. Funcional,Dependencia Funcional,Forma parte Complejo,CODIDCOM,Nombre del Complejo,ALTA,Email,lat,lon
1328000052,280679,"Sanatorio Esquerdo, S.A.",Avenida De Los Poblados 70,917061100,280796,Madrid,28,Madrid,13,Madrid,28044,130,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,,40.3817097,-3.7594689
1328000046,280650,Clínica López Ibor,Calle Del Doctor Juan José López Ibor 2,913162740,280796,Madrid,28,Madrid,13,Madrid,28035,67,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,,40.4687411,-3.7246678
1328000054,280647,Clínica Dr. León,Plaza De Mariano de Cavia 3,914332948,280796,Madrid,28,Madrid,13,Madrid,28007,96,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,,40.40789,-3.67793
1328000011,280626,Hospital Hm Nuevo Belén,Calle De José Silva 7,917444100,280796,Madrid,28,Madrid,13,Madrid,28043,60,C12,Hospitales especializados,20,Privados,N,,,N,,40.4549885,-3.6575314
1328000013,280552,Hospital Ruber Juan Bravo,Calle De Juan Bravo 49,914026100,280796,Madrid,28,Madrid,13,Madrid,28006,146,C11,Hospitales Generales,20,Privados,N,,,N,,40.4327081,-3.6764383
1328000010,280474,Hospital Nuestra Señora de América,Calle De Arturo Soria 103-105-107,914130061,280796,Madrid,28,Madrid,13,Madrid,28043,100,C11,Hospitales Generales,20,Privados,N,,,N,,40.4495846,-3.652193
1328000061,280455,Hospital Hestia Madrid,Carretera De Colmenar Viejo KM.16,917340500,280796,Madrid,28,Madrid,13,Madrid,28049,297,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,,40.539367,-3.7010371
1328000058,280442,Hospital Virgen del Mar,Calle De Honduras 14,913539500,280796,Madrid,28,Madrid,13,Madrid,28016,73,C11,Hospitales Generales,20,Privados,N,,,N,,40.4594685,-3.6785465
1328000050,280409,Clínica Nuestra Señora de La Paz,Calle De López de Hoyos 259,914156000,280796,Madrid,28,Madrid,13,Madrid,28043,99,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,,40.456711,-3.661891
1328000060,280357,Hospital Quironsalud San José,Calle De Cartagena 111,914153100,280796,Madrid,28,Madrid,13,Madrid,28002,84,C11,Hospitales Generales,20,Privados,N,,,N,,40.4403988,-3.6744223
1328000024,280344,Hospital de La V.O.T. de San Francisco de Asís,Calle De San Bernabé 13,913657600,280796,Madrid,28,Madrid,13,Madrid,28005,74,C190,Otros Centros con Internamiento,20,Privados,N,,,N,,40.4090581,-3.7139256
1328026683,281478,Alm. Univass S.L.,Calle De Las Cerilleras 7,000000000,280796,Madrid,28,Madrid,13,Madrid,28054,39,C13,Hospitales de media y larga estancia,20,Privados,N,,,S,,40.3720184,-3.7277593
1328000078,281225,Hospital Universitario Hm Sanchinarro,Calle De Oña 10,917567800,280796,Madrid,28,Madrid,13,Madrid,28050,198,C11,Hospitales Generales,20,Privados,N,,,N,,40.4904034,-3.6668396
1328000064,281049,Hospital Ha Universitario Moncloa,Avenida De Valladolid 83,915954500,280796,Madrid,28,Madrid,13,Madrid,28008,235,C11,Hospitales Generales,20,Privados,N,,,N,,40.4331173,-3.7344527
1328000059,280382,Hospital San Francisco de Asís,Calle De Joaquín Costa 28,915630360,280796,Madrid,28,Madrid,13,Madrid,28002,168,C11,Hospitales Generales,20,Privados,N,,,N,,40.4425648,-3.6834401
1328000015,280376,"Hospital Viamed Santa Elena, S.L",Calle De La Granja 8,914539400,280796,Madrid,28,Madrid,13,Madrid,28003,82,C190,Otros Centros con Internamiento,20,Privados,N,,,N,,40.4457911,-3.7168161
1328000009,280421,Hospital Universitario Fundación Jiménez Díaz,Avenida De Los Reyes Católicos 2,915504800,280796,Madrid,28,Madrid,13,Madrid,28040,651,C11,Hospitales Generales,20,Privados,N,,,N,rvelez@fjd.es,40.438889,-3.719444
1328020032,281393,Clínica Universidad de Navarra,Calle Del Marquesado de Santa Marta 1,000000000,280796,Madrid,28,Madrid,13,Madrid,28022,72,C11,Hospitales Generales,20,Privados,N,,,N,,40.447987,-3.6251554
1328000077,281247,Hospital Pardo de Aravaca,Calle De La Salle 12,917402682,280796,Madrid,28,Madrid,13,Madrid,28023,88,C11,Hospitales Generales,20,Privados,N,,,N,,40.4670699,-3.7834054
1328000069,281113,Hospital Md Anderson Cáncer Center Madrid,Calle De Gómez Hemans 2,913834980,280796,Madrid,28,Madrid,13,Madrid,28033,99,C12,Hospitales especializados,20,Privados,N,,,N,,40.4706092,-3.6660869
1328000063,281034,Clínica Isadora S.A.,Calle De Los Pirineos 7,913111000,280796,Madrid,28,Madrid,13,Madrid,28040,20,C190,Otros Centros con Internamiento,20,Privados,N,,,N,,40.4571272,-3.7163542
1328000051,280395,Clínica San Miguel,Calle De Arturo Soria 204,914135011,280796,Madrid,28,Madrid,13,Madrid,28043,145,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,,40.460056,-3.6606207
1328000040,280339,Hospital San Rafael,Calle De Serrano 199,915649943,280796,Madrid,28,Madrid,13,Madrid,28016,184,C11,Hospitales Generales,20,Privados,N,,,N,,40.4524957,-3.6818529
1328000025,280954,Hospital Universitario Hm Madrid,Plaza Del Conde del Valle de Suchil 16,914476600,280796,Madrid,28,Madrid,13,Madrid,28015,99,C11,Hospitales Generales,20,Privados,N,,,N,contabilidad@hospitaldemadrid.com,40.4312571,-3.7067358
1328000014,280468,Hospital San Camilo,Calle De Juan Bravo 39,914022100,280796,Madrid,28,Madrid,13,Madrid,28006,81,C11,Hospitales Generales,20,Privados,N,,,N,,40.4327229,-3.6776538
1328000008,280604,Hospital Universitario La Zarzuela,Calle De Pléyades 25,915858000,280796,Madrid,28,Madrid,13,Madrid,28023,112,C11,Hospitales Generales,20,Privados,N,,,N,,40.4629507,-3.7845009
1328000007,280534,"Clínica La Luz, S.L.",Calle Del Maestro Ángel Llorca 8,915530500,280796,Madrid,28,Madrid,13,Madrid,28003,152,C11,Hospitales Generales,20,Privados,N,,,N,,40.4441007,-3.713763
1328000006,280549,Hospital Fuensanta,Calle De Arturo Soria 17,914079295,280796,Madrid,28,Madrid,13,Madrid,28027,20,C11,Hospitales Generales,20,Privados,N,,,N,fuensanta@tecnivia.com,40.4400673,-3.6402767
1328019438,280724,Hospital Central de La Defensa Gómez Ulla,Glorieta Del Ejercito S/N,914222000,280796,Madrid,28,Madrid,13,Madrid,28047,475,C11,Hospitales Generales,7,Ministerio de Defensa,N,,,N,,40.3879831,-3.7448039
1328000023,280127,Hospital Universitario de La Princesa,Calle De Diego de León 62,915202200,280796,Madrid,28,Madrid,13,Madrid,28006,524,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.4341397,-3.6759117
1328000017,280035,Hospital Universitario 12 de Octubre,Avenida De Córdoba S/N,913908000,280796,Madrid,28,Madrid,13,Madrid,28041,1196,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.3815397,-3.6974178
1328000039,280029,Hospital Universitario Ramón y Cajal,"Carretera De Colmenar Viejo KM.9,1",913368000,280796,Madrid,28,Madrid,13,Madrid,28034,892,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.4876043,-3.6951156
1328000036,280262,Hospital Psiquiátrico Doctor Rodríguez Lafora,"Carretera De Colmenar Viejo K.13,8",915867500,280796,Madrid,28,Madrid,13,Madrid,28049,336,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.5250507,-3.6876591
1328000028,280133,Hospital Infantil Universitario Niño Jesús,Avenida De Menéndez Pelayo 65,915035900,280796,Madrid,28,Madrid,13,Madrid,28009,170,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.414327,-3.677064
1328000041,280112,Hospital Universitario Santa Cristina,Calle De O'Donnell 59,915574300,280796,Madrid,28,Madrid,13,Madrid,28009,156,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.4219175,-3.6712569
1328000043,280072,Hospital Universitario Clínico San Carlos,Calle Del Profesor Martin Lagos S/N,913303000,280796,Madrid,28,Madrid,13,Madrid,28040,861,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,mahcscgc@insalud.es,40.4398583,-3.7189263
1328000031,280014,Hospital Universitario La Paz,Paseo De La Castellana 261,917277000,280796,Madrid,28,Madrid,13,Madrid,28046,966,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281168.0,Complejo Hospitalario La Paz,N,,40.4811633,-3.6873983
1328000027,280246,Hospital General Universitario Gregorio Marañón,Calle Del Doctor Esquerdo 46,915868000,280796,Madrid,28,Madrid,13,Madrid,28007,1140,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,280225.0,Complejo Hospitalario Gregorio Marañón,N,amacho@pgob.hggm.es,40.4190851,-3.6698538
1328000019,280210,Hospital de Cantoblanco,"Carretera De Colmenar Viejo K.14,500",915867575,280796,Madrid,28,Madrid,13,Madrid,28049,131,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281168.0,Complejo Hospitalario La Paz,N,,40.5258063,-3.6828214
1328000016,280164,Hospital Carlos Wii,Calle De Sinesio Delgado 8-10,914532500,280796,Madrid,28,Madrid,13,Madrid,28029,90,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281168.0,Complejo Hospitalario La Paz,N,,40.4748088,-3.6940857
1328000086,281270,Hospital Universitario Infanta Leonor,Avenida De La Gran Vía del Este 80,911918000,280796,Madrid,28,Madrid,13,Madrid,28031,269,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281405.0,Complejo Hospitalario Infanta Leonor,N,,40.3870485,-3.6174614
1328000048,280259,Instituto Provincial de Rehabilitación,Calle De Francisco Silvela 40,915868967,280796,Madrid,28,Madrid,13,Madrid,28028,96,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,280225.0,Complejo Hospitalario Gregorio Marañón,N,,40.4330955,-3.6726774
1328023076,281445,Servicio Madrileño de Salud,Avenida De Manuel Fraga Iribarne 2,000000000,280796,Madrid,28,Madrid,13,Madrid,28055,652,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.4834864,-3.6063006
1328000044,280091,Hospital Virgen de La Torre,Calle Del Puerto de Lumbreras 5,913315814,280796,Madrid,28,Madrid,13,Madrid,28031,92,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,281405.0,Complejo Hospitalario Infanta Leonor,N,,40.3810453,-3.6192869
1328000020,280148,"Hospital Central de La Cruz Roja, San José y Santa Adela",Avenida De La Reina Victoria 22-26,914538300,280796,Madrid,28,Madrid,13,Madrid,28003,156,C190,Otros Centros con Internamiento,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.4472956,-3.7070627
1328000001,280856,Fremap Hospital Majadahonda,Carretera M-515 (Pozuelo) 61,917461540,280800,Majadahonda,28,Madrid,13,Madrid,28220,116,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,,,N,ignacio_lorenzo@fremap.es,40.45019,-3.85372
1328000087,281315,Hospital Universitario Puerta de Hierro Majadahonda,Calle Manuel de Falla 1,911916000,280800,Majadahonda,28,Madrid,13,Madrid,28222,613,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.4491345,-3.8730915
1328016888,281360,Hospital Universitario Hm Puerta del Sur,Avenida De Carlos V 70,000000000,280920,Móstoles,28,Madrid,13,Madrid,28938,182,C11,Hospitales Generales,20,Privados,N,,,N,,40.3145222,-3.8603209
1328000026,280894,Hospital Universitario de Móstoles,Calle Rio Júcar S/N,916648600,280920,Móstoles,28,Madrid,13,Madrid,28935,328,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,secreger@chm.es,40.3153999,-3.8777908
1328000090,281348,Hospital Universitario Rey Juan Carlos,Calle Gladiolo S/N,000000000,280920,Móstoles,28,Madrid,13,Madrid,28933,362,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.3391113,-3.8689334
1328000083,281304,Hospital Universitario Infanta Cristina,Avenida 9 de Junio 2,911913000,281065,Parla,28,Madrid,13,Madrid,28981,188,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.2181817,-3.7831974
1328000076,281203,Hospital Universitario Quironsalud Madrid,Calle Diego de Velázquez 1,917992380,281150,Pozuelo de Alarcón,28,Madrid,13,Madrid,28223,278,C11,Hospitales Generales,20,Privados,N,,,N,,40.4027317,-3.7834356
1328026468,281467,"Hm Hospitales 1.989, S.A.",Avenida De José Hierro 94,000000000,281230,Rivas-Vaciamadrid,28,Madrid,13,Madrid,28521,60,C11,Hospitales Generales,20,Privados,N,,,N,,40.3445019,-3.5251402
1328000021,280920,Hospital El Escorial,"Carretera De M-600 (Guadarrama) KM.6,255",918973000,281317,San Lorenzo de El Escorial,28,Madrid,13,Madrid,28200,92,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.6003911,-4.1279305
1328000082,281258,Hospital Universitario Infanta Sofía,Paseo Europa 34,911914000,281343,San Sebastián de los Reyes,28,Madrid,13,Madrid,28702,276,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.558773,-3.6123599
1328023818,281456,Hospital Quirón Salud Valle del Henares,Avenida Constitución 249,000000000,281489,Torrejón de Ardoz,28,Madrid,13,Madrid,28850,79,C11,Hospitales Generales,20,Privados,N,,,N,,40.4663368,-3.4406463
1328000089,281337,Hospital Universitario de Torrejón,Calle Mateo Inurria 1,000000000,281489,Torrejón de Ardoz,28,Madrid,13,Madrid,28850,250,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.4643706,-3.435871
1328000072,281157,Hospital Universitario Hm Torrelodones,Avenida Castillo de Olivares S/N,912675000,281527,Torrelodones,28,Madrid,13,Madrid,28250,86,C11,Hospitales Generales,20,Privados,N,,,N,,40.5710521,-3.9253586
1328000080,281236,Hospital Universitario Infanta Elena,Avenida Reyes Católicos 21,918948410,281610,Valdemoro,28,Madrid,13,Madrid,28342,186,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.19882,-3.69746
1328000035,280936,Hospital Virgen de La Poveda,Carretera M-952 (Acceso Al Hospital) KM.5,918608000,281718,Villa del Prado,28,Madrid,13,Madrid,28630,202,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,40.2471585,-4.2777612
129001087,290154,Hospital  de Antequera,Avenida Poeta Muñoz Rojas S/N,951061008,290154,Antequera,29,Málaga,1,Andalucía,29200,159,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,informacion2.han.sspa@juntadeandalucia.e,36.710904,-4.4360822
129001928,290405,Hospital Vithas Xanit Internacional,Avenida De Los Argonautas S/N,952443119,290252,Benalmádena,29,Málaga,1,Andalucía,29630,125,C11,Hospitales Generales,20,Privados,N,,,N,xanit@xanit.net,36.5961776,-4.5585852
129001929,290393,Fundación Cudeca. Centro de Cuidados Paliativos,Avenida Del Cosmos S/N,952564910,290252,Benalmádena,29,Málaga,1,Andalucía,29631,15,C12,Hospitales especializados,20,Privados,N,,,N,,36.6058286,-4.5418567
129002204,290427,Hospital de Alta Resolución de Benalmádena,Avenida Arroyo Hondo S/N,951976000,290252,Benalmádena,29,Málaga,1,Andalucía,29630,1,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen de La Victoria,N,,36.600268,-4.5578317
129001851,290382,Clínicas del Sur Slu,Carretera Nacional 340 S/N,952760600,290516,Estepona,29,Málaga,1,Andalucía,29680,74,C11,Hospitales Generales,20,Privados,N,,,N,estepona@hospiten.com,36.452748,-5.084218
129002973,290450,Hospital Vithas Xanit Estepona,Avenida Andalucía 2 y 4,952808100,290516,Estepona,29,Málaga,1,Andalucía,29680,10,C11,Hospitales Generales,20,Privados,N,,,N,info@cenythospital.com,36.4282389,-5.1388408
129007460,290528,Hospital de Alta Resolución de Estepona,Calle Irene Villa González 9,951976617,290516,Estepona,29,Málaga,1,Andalucía,29680,14,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290539.0,Hospital Costa del Sol,N,gerencia@hcs.es,36.4114857,-5.1979213
129001091,290136,Hospital Psiquiátrico San Francisco de Asís,Avenida Hernán Núñez de Toledo 5,952201464,290672,Málaga,29,Málaga,1,Andalucía,29018,180,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,hospital@hospitalsanfrancisco.com,36.7292765,-4.3684996
129001090,290069,Centro Asistencial San Juan de Dios,Camino Casabermeja 126,952250550,290672,Málaga,29,Málaga,1,Andalucía,29014,398,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,centro11@malaga1.betica.sanjuandedios-oh,36.7578024,-4.4256764
129001080,290141,Hm El Pilar,Paseo De Sancha 15,952217606,290672,Málaga,29,Málaga,1,Andalucía,29016,24,C11,Hospitales Generales,20,Privados,N,,,N,direccion@clinicadelpilar.com,36.7219577,-4.4041845
129001084,290094,Hospital El Ángel,Calle Corregidor Nicolás Isidro 16,952045000,290672,Málaga,29,Málaga,1,Andalucía,29007,138,C11,Hospitales Generales,20,Privados,N,,,N,elangel@analizalab.com,36.7152721,-4.4532995
129001081,290115,Hm Málaga,Avenida Carlos Haya 121,952287766,290672,Málaga,29,Málaga,1,Andalucía,29010,105,C11,Hospitales Generales,20,Privados,N,,,N,info@clinicadelaencarnacion.com,36.7226201,-4.4542713
129001085,290075,Centro Asistencial Hnas. Hospitalarias del  Sagrado Corazón de Jesús,Calle San Juan Bosco 41,952256150,290672,Málaga,29,Málaga,1,Andalucía,29014,321,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,,36.7334076,-4.4221767
129001082,290108,Hm Gálvez,Calle San Agustín 1,952224295,290672,Málaga,29,Málaga,1,Andalucía,29015,62,C11,Hospitales Generales,20,Privados,N,,,N,,36.7209231,-4.4193596
129001079,290081,Hospital Vithas Parque San Antonio,Avenida Pintor Joaquín Sorolla 2,952211050,290672,Málaga,29,Málaga,1,Andalucía,29016,100,C11,Hospitales Generales,20,Privados,N,,,N,jmtamara@parquesanantonio.nehos.com,36.7229363,-4.3975636
129002504,290449,Hospital Quironsalud Málaga,Avenida Imperio Argentina 1,952176016,290672,Málaga,29,Málaga,1,Andalucía,29004,132,C11,Hospitales Generales,20,Privados,N,,,N,direccion.mlg@quironsalud.es,36.68434,-4.45761
129001071,290038,Hospital Civil,Plaza Del Hospital Civil S/N,951030300,290672,Málaga,29,Málaga,1,Andalucía,29009,201,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290234.0,Hospital Universitario Regional de Málaga,N,,36.7272333,-4.430129
129007432,290517,Hospital Valle de Guadalhorce de Cartama,"Carretera Autovía A-357 Málaga - Campiña, Km 49 S/N",951291105,290672,Málaga,29,Málaga,1,Andalucía,29570,28,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen de La Victoria,N,,36.7168717,-4.6325468
129001073,290022,Hospital Universitario Virgen de La Victoria,Calle Campus Universitario Teatinos S/N,951032000,290672,Málaga,29,Málaga,1,Andalucía,29010,657,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen de La Victoria,N,,36.7210893,-4.4600686
129001070,290265,Hospital Materno Infantil del H.U.R.  de  Málaga,Calle Arroyo de Los Ángeles S/N,951030200,290672,Málaga,29,Málaga,1,Andalucía,29009,349,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290234.0,Hospital Universitario Regional de Málaga,N,,36.7289131,-4.4320218
129001068,290017,Hospital Universitario Regional de Málaga,Avenida Carlos Haya S/N,951030100,290672,Málaga,29,Málaga,1,Andalucía,29010,523,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290234.0,Hospital Universitario Regional de Málaga,N,,36.7229406,-4.4519335
129003159,290472,Centro de Reproducción Asistida de Marbella (Ceram),Calle Maestra Doña Carola 8,952899350,290691,Marbella,29,Málaga,1,Andalucía,29602,22,C11,Hospitales Generales,20,Privados,N,,,N,gestion@hospitalceram.com,36.5168515,-4.8967748
129001424,290461,Hospital Ochoa,Paseo Alfonso Cañas Nogueras (Paseo Marítimo) S/N,952861400,290691,Marbella,29,Málaga,1,Andalucía,29603,22,C11,Hospitales Generales,20,Privados,N,,,N,secretariadireccion@hospitalochoa.com,36.5076415,-4.8819943
129001092,290359,HTC Marbella International Hospital,Calle Ventura del Mar 11,952908628,290691,Marbella,29,Málaga,1,Andalucía,29660,12,C11,Hospitales Generales,20,Privados,N,,,N,bdc@marbellahighcare.com,36.4848107,-4.968547
129000185,290494,Helicópteros Sanitarios Hospital,Carretera Nacional 340 S/N,952816767,290691,Marbella,29,Málaga,1,Andalucía,29600,10,C11,Hospitales Generales,20,Privados,N,,,N,,36.4954105,-4.952756
129001088,290173,Hospital Quironsalud Marbella,Avenida Severo Ochoa 22,952774200,290691,Marbella,29,Málaga,1,Andalucía,29603,75,C11,Hospitales Generales,20,Privados,N,,,N,,36.5086443,-4.8741872
129001066,290287,Hospital Costa del Sol,Carretera Autovía A-7 S/N,951976669,290691,Marbella,29,Málaga,1,Andalucía,29603,408,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290539.0,Hospital Costa del Sol,N,gerencia@hcs.es,36.5079652,-4.827745
129007039,290506,Hospital de La Serranía,"Carretera Ronda-San Pedro, Km. 2 S/N",951065077,290846,Ronda,29,Málaga,1,Andalucía,29400,150,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,direccion.hsr.sspa@juntadeandalucia.es,36.7224392,-5.146687
129001083,290228,Hospital Internacional Hm Santa Elena,Urbanizacion Los Álamos S/N,952386266,299018,Torremolinos,29,Málaga,1,Andalucía,29620,90,C11,Hospitales Generales,20,Privados,N,,,N,csantaelena@csantaelena.com,36.641303,-4.480028
129001075,290213,Hospital Marítimo de  Torremolinos,Calle Sanatorio 5,951033735,299018,Torremolinos,29,Málaga,1,Andalucía,29620,89,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,290252.0,Hospital Universitario Virgen de La Victoria,N,,36.6374993,-4.4881438
129001086,290348,Clínica El Seranil,Carretera Almería S/N,952513267,290944,Vélez-Málaga,29,Málaga,1,Andalucía,29790,60,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,clinica@seranil.com,36.7154447,-4.2008184
129001077,290206,Hospital de La Axarquia,Avenida Del Sol 43,951067010,290944,Vélez-Málaga,29,Málaga,1,Andalucía,29740,219,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,36.7516426,-4.0880158
1430000065,300119,Hospital Viamed San José,Calle Maestra Lola Meseguer S/N,658762214,300050,Alcantarilla,30,Murcia,14,Región de Murcia,30820,139,C190,Otros Centros con Internamiento,20,Privados,N,,,N,sanjose@viamedsalud.com,37.9740579,-1.2235446
1430000068,300130,Hospital Centro Medico Virgen de La Caridad Caravaca,Calle Doctor Robles S/N,968705541,300158,Caravaca de la Cruz,30,Murcia,14,Región de Murcia,30400,39,C190,Otros Centros con Internamiento,20,Privados,N,,,N,rmateo@cmvcaridad.com,38.1057512,-1.8664932
1430000061,300124,Hospital Comarcal del Noroeste,Avenida Miguel Espinosa S/N,968709100,300158,Caravaca de la Cruz,30,Murcia,14,Región de Murcia,30400,115,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,josea.gallardo@carm.es,38.1037598,-1.8673916
1430000348,300384,Hospital C. M. Virgen de La Caridad Cartagena,Calle Jorge Juan 30,968506666,300161,Cartagena,30,Murcia,14,Región de Murcia,30205,59,C190,Otros Centros con Internamiento,20,Privados,N,,,N,amelia@cmvcaridad.com,37.615025,-0.9903923
1430000001,300177,Hospital Ntra. Sra. del Perpetuo Socorro,Calle Sebastián Feringan 12,968510500,300161,Cartagena,30,Murcia,14,Región de Murcia,30205,214,C190,Otros Centros con Internamiento,20,Privados,N,,,N,directoragerente@hperpetuosocorro.es,37.6142148,-0.9970435
1430002216,300373,Hospital Perpetuo Socorro Alameda,Calle Alameda San Antón 6,968510500,300161,Cartagena,30,Murcia,14,Región de Murcia,30205,93,C190,Otros Centros con Internamiento,20,Privados,N,,,N,directora-gestion@perpetuosocorro.es,37.6081874,-0.9916647
1430000054,300161,Santo y Real Hospital de Caridad,Camino Barrio Peral S/N,968510300,300161,Cartagena,30,Murcia,14,Región de Murcia,30310,154,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,,37.625519,-0.9946256
1430000062,300145,Hospital Santa María del Rosell,Paseo Alfonso Wii 61,968504800,300161,Cartagena,30,Murcia,14,Región de Murcia,30203,41,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,300351.0,Complejo Hospitalario de Cartagena CHC,N,,37.6077291,-0.9767273
1430000036,300362,Hospital General Universitario Santa Lucia,Calle Mezquita (Paraje Los Arcos) S/N,968128600,300161,Cartagena,30,Murcia,14,Región de Murcia,30202,603,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,300351.0,Complejo Hospitalario de Cartagena CHC,N,,37.596377,-0.9639986
1430000066,300196,Fundación Hospital Real Piedad,Plaza Mesoncico 3,968741156,300177,Cehegín,30,Murcia,14,Región de Murcia,30430,40,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,fundacionrealpiedad@hrpiedad.es,38.0966071,-1.7988979
1430000058,300281,Hospital de La Vega Lorenzo Guirao,Carretera De Abaran S/N,968775550,300196,Cieza,30,Murcia,14,Región de Murcia,30530,124,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,luis.javega@carm.es,38.2347574,-1.4148216
1430000064,300217,Hospital Virgen del Alcázar de Lorca,Alameda De Los Tristes S/N,968468600,300243,Lorca,30,Murcia,14,Región de Murcia,30800,175,C190,Otros Centros con Internamiento,20,Privados,N,,,N,hospital@virgendelalcazar.com,37.6693668,-1.6954454
1430000063,300256,Hospital Rafael Méndez,"Carretera Nacional 340, Km 589 S/N",968445500,300243,Lorca,30,Murcia,14,Región de Murcia,30817,287,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,miguela.quinonero@carm.es,37.9391918,-1.2680498
1430000002,300294,Ribera Hospital de Molina,Calle Asociación S/N,968644030,300275,Molina de Segura,30,Murcia,14,Región de Murcia,30500,83,C190,Otros Centros con Internamiento,20,Privados,N,,,N,phernandez@hospitaldemolina.com,38.0607341,-1.2134187
